x,y
4.7039,3.8050
8.1293,7.2457
7.5277,8.4104
6.2314,8.9571
8.0213,6.3561
6.7354,7.9782
5.2737,10.0135
6.5612,5.8538
7.0641,8.8253
7.6320,4.1557
8.1250,9.3965
4.3991,8.4723
7.6138,4.9656
7.7339,6.8527
6.8189,4.1719
4.1375,3.9849
8.2120,7.6216
6.9717,7.5506
8.3046,3.4607
9.7641,6.8094
4.2384,9.2009
5.0839,8.7536
6.5893,5.3139
7.5545,6.7710
5.2988,4.7674
7.0260,8.3433
3.9149,7.4930
5.7289,6.6459
8.2335,4.8985
5.3750,4.6019
7.6113,6.2388
8.6771,4.9657
5.8631,10.2827
5.8821,6.4887
7.3025,3.2180
9.8959,8.5454
8.8203,4.9309
7.3793,9.9916
8.2781,8.3051
7.8217,11.3908
5.7723,6.9063
8.4691,7.6344
5.9168,7.5835
6.8242,7.2052
4.6728,7.6700
7.8819,8.2033
7.0278,7.9947
6.8383,2.9636
5.8642,9.4118
4.6763,2.6253
7.5500,7.6845
6.9879,8.9840
5.7324,3.6844
7.2594,8.8240
7.6624,8.4323
6.7390,6.5500
7.7239,11.1322
7.6336,6.6911
3.9699,7.5998
9.6200,8.3677
8.9954,5.1873
7.3953,6.4119
6.0628,9.4267
5.3777,9.8348
6.0967,5.0714
6.5679,8.4960
6.5811,3.6122
7.9744,5.2124
7.0744,6.2293
7.5826,6.0731
7.4456,6.5743
6.9443,1.1977
6.7494,7.9347
8.0929,8.4617
7.2451,9.9107
3.6298,2.8290
6.8272,3.4207
7.3784,6.6353
5.9133,5.6368
7.9676,8.2100
6.9266,6.4280
7.7424,7.8802
5.8986,4.4764
6.1925,4.2729
7.8319,8.7903
7.6417,4.5210
6.3088,7.2151
6.6484,3.8640
3.9958,8.6218
10.1541,6.0084
7.4170,8.4915
5.9872,5.3839
9.2574,6.7384
5.8029,8.0819
6.6744,9.6446
6.3262,10.8212
7.1719,4.7489
8.5383,9.1473
5.6164,7.4023
4.1121,5.9652
6.6800,4.9670
6.5496,7.8856
6.4362,6.8912
5.7861,8.7213
9.8316,8.7802
6.2908,8.0817
8.6687,5.7442
5.5691,4.5263
5.1077,4.4569
8.0378,4.6271
6.0976,9.4970
8.0876,7.4278
5.6589,7.2697
8.3175,3.6653
7.8517,8.0821
7.2494,4.5127
7.4903,8.3914
8.3741,5.2868
8.1979,3.5412
9.3010,9.3428
5.5631,6.2813
6.0716,8.8077
6.5549,7.1133
7.3862,4.9683
7.7327,3.8602
4.4824,4.9198
7.6058,6.8677
8.1987,8.2513
5.4053,1.7855
9.1532,7.1670
9.7435,8.6627
7.3485,5.8136
6.3471,4.5599
6.0499,5.3860
6.9746,6.1203
7.7691,7.0241
6.5245,7.3291
6.5274,5.8462
7.6600,5.9731
8.8637,8.8750
7.6035,5.1946
7.4232,3.8645
6.8693,9.4274
5.4719,9.4515
6.7421,5.0198
6.4866,9.3049
5.5658,6.0327
8.7758,7.3949
8.0360,8.5337
6.1891,6.5638
7.0053,8.5155
8.2556,6.5696
5.8021,6.5972
7.1817,9.0288
5.3511,4.7340
10.3081,7.1034
6.4959,6.1376
7.0325,10.4092
4.6710,3.8358
8.0324,9.7110
6.9799,8.8496
6.6392,5.3856
5.8262,7.3435
5.2629,8.3144
6.6871,6.2657
3.8338,5.5589
5.9660,8.0368
6.6157,9.9798
7.0890,5.7854
6.2827,9.3815
9.1096,9.2008
9.3706,9.1375
9.2356,9.8186
7.4133,10.5768
3.7732,6.1468
6.2685,4.0640
6.7558,6.1538
4.6719,4.8378
6.7228,6.7178
5.8918,5.2296
6.3700,4.9169
8.7155,5.0264
5.6448,7.5845
5.3123,6.4285
9.0302,9.1977
5.4766,9.8528
6.4261,6.8148
5.6184,8.3038
6.3661,5.5084
7.9917,7.3100
7.9132,6.2339
6.7601,8.8478
5.2533,4.2703
6.3715,8.3452
7.7382,3.1425
5.0241,7.3557
8.2693,9.5973
5.2107,7.3701
6.4620,3.8794
7.4445,3.1494
7.1279,3.8382
7.9838,6.3224
7.3168,4.8903
8.0197,3.8443
7.6917,6.7197
7.6065,4.0244
7.5364,7.6674
6.7501,7.7080
6.8722,9.7823
6.8620,5.3503
6.2740,4.8969
6.4508,6.6216
9.7628,7.3543
8.5569,8.2260
6.1335,5.9015
8.1763,6.1144
5.3810,2.2463
6.6911,7.2393
7.7787,11.3780
4.7227,5.5938
5.1342,6.2999
7.2623,8.0359
9.9601,7.6177
6.6607,4.9803
6.7959,4.2931
3.7456,28.6439
5.2021,24.7845
5.9680,22.2368
4.9593,25.2059
6.5395,21.6380
4.5978,25.5630
4.4284,24.7742
6.4187,21.7208
5.6125,23.5089
4.1579,26.8449
7.5391,18.7071
5.3546,23.8899
3.5647,26.7566
5.3755,25.7930
5.7590,23.6787
4.1877,27.1886
5.3614,23.3595
4.5394,26.7529
5.2764,23.0593
6.8192,22.4066
5.9660,25.2226
4.6549,26.3088
5.0994,25.8415
6.7191,23.1876
4.8235,24.6648
5.1385,25.8480
6.1478,22.8426
5.4682,23.3218
5.7444,24.0293
6.0984,22.5568
4.9931,24.0997
5.6608,22.1026
6.8524,21.4980
5.2840,24.4862
3.4446,27.4345
5.9674,22.9403
6.4638,20.8398
5.9806,22.9893
6.1619,24.3686
3.8070,26.9567
5.2248,24.0810
1.3672,32.1357
4.0143,25.1236
5.7373,25.2873
5.8001,24.2640
4.8994,24.7856
5.0079,24.3457
5.0694,23.3928
3.4575,28.2985
4.3932,25.5163
3.8634,27.4480
4.3842,24.5070
5.3274,26.1703
5.6276,22.9889
6.1011,22.4815
5.2107,25.2546
4.1796,26.1012
4.6665,25.4497
5.9594,22.5464
2.3737,33.8464
5.5362,25.5875
5.0216,24.8904
6.4338,20.4994
5.7650,23.2695
4.7655,24.9394
5.4804,23.6603
6.0418,21.8217
4.8743,23.9516
4.9856,24.1311
3.7654,27.7168
5.3389,24.6451
3.8210,25.9671
5.0002,24.0155
4.9289,24.5912
4.4797,25.1949
5.2983,23.6399
4.1406,27.4730
4.5496,25.7774
5.5701,24.2308
4.2875,26.7364
4.4329,27.7483
6.7027,21.3552
5.1880,24.9665
3.6167,27.3432
6.9203,21.5614
5.6599,22.6642
4.5484,25.3476
6.4841,21.4541
5.9508,23.3517
5.2041,23.7621
5.5967,24.6984
3.7428,26.8517
2.2887,31.1929
6.4046,22.5704
6.1583,24.5347
4.1410,26.8586
3.8695,28.6482
6.4753,22.3998
5.4453,23.8348
4.5425,25.1530
6.3726,22.0844
5.2971,21.4954
5.8992,23.1876
5.7342,24.5989
4.5370,25.2884
4.8564,23.7918
3.4683,27.2029
5.7890,22.9217
4.4228,24.7671
5.9380,23.0223
4.0898,27.5751
4.4259,24.6948
5.7699,23.7057
4.3417,27.5520
5.3334,25.4989
2.1106,31.3328
6.2861,23.5386
4.8254,25.5430
4.3870,25.7714
5.6586,22.5688
3.2991,27.5513
4.3259,26.0238
5.6108,24.3296
4.3515,26.9368
7.3317,21.0711
3.8245,27.9368
5.6799,25.3084
4.1137,27.1081
5.1960,24.3173
4.3104,27.7906
6.6684,21.4750
3.6252,26.6886
4.3227,24.7117
4.0831,24.9586
5.3960,23.3825
6.2104,23.6490
4.3523,26.1311
5.7707,22.8810
6.3232,22.8589
3.5583,29.6206
4.6302,25.7136
6.0422,24.3731
6.1295,23.9629
5.9320,22.4292
6.6445,21.2021
6.8047,22.4453
4.8248,26.0047
4.3207,25.4573
5.5883,25.5680
4.6029,24.8579
6.4384,20.7554
6.9459,21.2011
3.9432,26.6035
4.2122,26.2781
5.1845,24.9572
5.5702,24.0761
6.6024,21.2587
4.2492,24.5977
5.9603,20.6688
4.6647,25.9437
4.2393,25.4008
4.3238,27.6962
6.1586,23.4758
4.5521,24.1588
6.7892,21.4747
5.4334,24.9076
5.1841,24.8453
3.5727,29.9578
5.5434,24.0940
4.8346,26.2235
4.7455,25.0802
4.8195,24.9158
3.9196,28.9513
5.3520,24.6137
5.6095,24.8201
4.2486,27.4296
4.4478,27.0480
4.1186,27.7029
4.6388,25.2473
6.4415,21.4899
5.7076,23.3566
4.0125,27.5712
5.0569,23.9391
6.8313,22.0214
6.2837,20.8890
7.0161,19.7904
5.1615,24.1725
4.7440,24.7290
6.5398,23.2503
5.6560,24.3988
6.3902,23.3893
3.6895,28.4139
6.0491,22.5613
5.0480,25.1435
5.3209,22.5767
4.8461,25.3605
5.3910,25.1674
6.7496,21.8699
5.5354,23.2796
5.7972,23.1724
6.5433,20.6591
5.9602,24.0500
5.1269,25.4464
4.5931,24.8470
3.8383,26.8895
5.5559,23.8551
4.0494,27.0770
3.3858,28.2786
4.3865,26.4851
3.6531,28.4837
7.1509,20.9853
4.8637,24.7304
3.7433,27.6752
4.1516,26.2164
6.4654,23.4221
5.5033,23.1519
7.2020,21.4481
4.7233,25.9254
3.5904,26.9643
5.4649,23.7787
6.9325,21.7541
4.8933,24.9076
4.4938,25.4076
6.2700,25.6439
5.0798,26.6132
5.0404,24.0889
4.2004,25.4781
7.4113,19.9704
4.7266,26.5626
5.7311,25.3764
4.8687,24.7174
7.7596,18.2867
4.2341,26.8565
4.8396,27.8713
5.6313,24.8085
6.8598,21.6263
4.8566,25.1065
5.0911,24.6108
5.3613,24.3427
4.7187,24.4280
4.3821,25.8339
4.0188,27.3321
4.0984,24.9585
6.5206,22.3460
5.4742,23.2789
5.7787,24.5962
5.1558,26.0422
5.3289,24.4366
6.5625,22.5030
4.9165,25.2493
5.2411,25.9839
5.8346,24.7852
5.9483,23.1676
2.9563,29.4038
5.1092,25.6861
4.5532,24.4546
6.1979,22.7368
4.4766,27.1128
3.9684,27.5685
4.2264,25.2237
4.9413,25.8049
5.7853,23.8013
6.9651,21.0688
5.5303,26.0043
4.2712,28.3907
4.4923,26.9257
5.9635,22.3113
2.7551,28.8436
4.8729,23.7707
3.4430,28.1466
3.4147,28.3794
5.9550,24.0782
3.0932,26.6634
4.8129,26.1014
4.5545,25.3637
4.8214,25.0003
4.7273,25.4393
5.6373,23.6388
4.3692,26.8356
5.6402,23.8184
4.6222,27.6390
4.0900,27.7786
5.4097,22.5327
4.6477,24.3252
5.6599,23.2226
5.3219,23.8680
6.3155,22.0747
3.8696,27.1358
5.3485,27.0408
5.3340,24.8984
5.1893,25.5926
6.1833,20.9991
5.2069,25.4606
4.2424,25.0273
5.4568,23.0370
4.3490,25.7468
6.0441,23.6534
3.6082,27.9128
3.8874,25.6495
5.2722,25.6310
4.5520,26.1910
5.1115,24.0306
4.5717,24.3546
3.7280,28.6815
4.8575,24.6733
5.3703,24.9696
3.7197,27.1127
6.6947,23.1580
4.2211,27.6474
5.4817,24.8372
6.7625,22.4029
5.3357,25.0456
4.3526,26.4205
5.6295,24.8025
3.3734,27.0086
6.2015,21.0752
5.3975,22.8297
4.5712,25.5334
4.4417,27.9205
5.6707,25.2029
4.8112,24.9851
5.3017,25.2943
6.4117,21.3660
4.8642,25.7209
5.5274,24.2557
4.5036,25.5577
3.1527,29.9356
5.0872,24.1707
4.0880,27.3122
2.4790,30.6143
6.1374,22.2240
4.0276,25.0547
5.1446,24.2520
5.0995,24.0776
6.5310,22.1242
5.1476,23.5355
5.5213,23.2301
5.1554,25.3483
5.6972,22.7980
4.9449,21.4612
5.4377,25.5884
4.3236,26.0841
4.4613,25.0290
4.9493,24.6594
5.9430,23.1624
3.2354,31.0628
5.4049,24.9794
3.9552,26.8216
3.8537,26.2078
5.8354,23.2417
6.0554,24.3533
4.2551,26.3849
5.5063,23.9800
6.2031,22.7401
6.5090,22.0312
5.3107,24.6986
6.0293,22.7803
2.5963,30.3081
5.2829,25.9466
4.4616,26.7674
5.4476,22.5365
4.7734,25.0457
5.0963,24.9901
5.8140,23.5696
2.8967,28.9854
5.4148,23.9448
3.4923,27.3557
5.1561,22.2813
5.6671,24.1256
4.1525,27.4325
5.8256,23.7716
4.0762,25.1513
6.7132,22.5005
4.1762,25.5007
4.6487,26.9971
5.6536,24.1339
8.8280,16.8122
3.4839,27.4428
4.6100,25.5756
4.9321,24.7040
6.9543,22.3280
5.3268,24.3245
5.5358,22.5842
4.8203,26.0037
4.6113,27.1331
5.0242,24.4607
4.0661,26.5647
4.3379,27.0038
4.1894,27.6825
5.6429,22.5109
5.0531,26.9361
6.2310,22.0532
4.1559,25.3864
4.5226,26.0517
7.5576,20.5808
5.3067,22.8714
4.8252,26.0255
4.1719,26.5813
4.7304,24.8598
6.6234,22.2487
5.0252,24.7419
6.7788,20.5125
5.7115,23.0932
5.0317,24.4402
4.3037,27.1649
3.4517,27.3041
5.5841,23.5462
5.3454,24.0805
5.8181,22.2499
6.1760,21.1975
4.2767,26.5144
3.3810,28.2641
4.4257,25.0733
2.5289,30.7723
4.3917,26.9160
5.0301,23.4867
4.6427,25.2600
5.3929,24.7564
5.0720,25.2343
4.2999,25.1021
4.1602,28.3002
6.2430,22.5459
5.3258,23.4050
5.6733,25.2662
4.2542,27.4556
7.0406,22.8386
3.2939,26.5765
4.4439,25.8135
4.7745,25.9779
6.5473,23.2407
5.1757,25.5948
3.4690,27.8973
6.2717,23.1442
3.1862,27.8884
3.0517,29.4486
4.5769,26.6324
5.5667,22.6965
6.4845,20.1702
6.3850,21.6998
3.7244,28.0501
4.9847,25.8791
4.2244,26.4549
6.1875,21.6680
4.6083,25.0023
4.5536,25.7609
4.1181,26.2596
6.5307,23.2248
5.1850,25.1518
5.8704,22.4902
4.9689,26.7697
5.3621,23.2568
4.4376,24.7078
5.0031,24.9225
4.8718,26.8407
4.7573,26.3886
4.8140,25.0596
6.5049,20.4076
4.1695,25.2238
4.6222,25.4782
5.7639,22.6470
4.6656,26.7659
6.7324,20.6559
4.0570,26.9975
4.3272,25.0057
6.1433,24.2192
5.1768,23.0139
5.1637,25.4584
3.6989,27.5807
5.0028,25.5825
4.1908,26.3613
3.1546,28.7112
4.3376,26.5754
5.2965,23.5883
5.3707,23.6214
6.2082,22.8380
5.4146,23.3334
4.5072,26.0729
5.9555,21.6802
4.9616,24.4704
4.0141,26.5527
5.5068,22.6827
4.8093,25.9837
6.7832,21.3683
3.5574,26.6523
6.1847,23.6865
4.0800,27.2480
5.3451,26.4528
4.0683,25.9279
3.4057,27.9064
4.3329,27.3209
4.7679,27.2283
6.3277,21.7193
3.5757,29.4953
4.4448,25.2330
4.5524,25.0935
6.5772,21.8163
4.6437,25.0230
4.4423,25.8010
3.3442,28.9644
3.2319,28.3888
-10.6697,31.5450
-9.0767,31.1376
-4.9892,34.0109
-8.1345,31.0292
-5.3120,25.3063
-5.2841,29.8208
-4.5192,26.9921
-6.5281,33.3057
-5.7677,28.1549
-8.1146,31.9918
-3.5148,32.8872
-6.8666,30.6622
-10.5742,31.8291
-7.1284,28.2100
-7.9645,26.6068
-9.9779,31.4669
-10.0130,29.2811
-2.9920,33.7223
-7.8563,32.8910
-8.8253,28.9132
-7.4573,27.7053
-8.2330,29.0357
-4.5712,33.4020
-9.9126,30.4629
-9.3372,30.5102
-3.4714,32.4724
-6.2868,29.7805
-6.0292,29.3377
-6.8733,27.3231
-7.3203,29.8866
-5.9090,28.4104
-9.1038,27.2567
-5.6410,33.6254
-6.8571,29.8687
-7.3932,30.7253
-5.8139,28.9983
-4.9710,32.8872
-5.9539,34.2131
-4.1463,30.4506
-3.3716,29.7730
-5.2607,30.9371
0.4896,30.5735
-7.0094,32.4892
-4.6396,32.1445
-7.6062,25.6506
-5.1898,29.7083
-9.2009,29.1111
-11.6003,32.4606
-9.6823,27.0376
-4.6012,28.3009
